Protein.Group	C:\DIA-NN\AOESB2025\THF-2-01.mzML	C:\DIA-NN\AOESB2025\THF-2-02.mzML	C:\DIA-NN\AOESB2025\THF-2-03.mzML	C:\DIA-NN\AOESB2025\THF-2-04.mzML	C:\DIA-NN\AOESB2025\THF-2-05.mzML	C:\DIA-NN\AOESB2025\THF-2-06.mzML	C:\DIA-NN\AOESB2025\THF-2-07.mzML	C:\DIA-NN\AOESB2025\THF-2-08.mzML	C:\DIA-NN\AOESB2025\THF-2-09.mzML	C:\DIA-NN\AOESB2025\THF-2-10.mzML	C:\DIA-NN\AOESB2025\THF-2-11.mzML	C:\DIA-NN\AOESB2025\THF-2-12.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-01.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-02.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-03.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-04.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-05.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-06.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-07.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-08.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-09.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-10.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-11.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-12.mzML
Q0KBZ8	10145532.6596235	10834113.7676418	13782026.1701644	8724493.14595891	4679032.20239527	7384782.86465669	14373008.6522019	16177512.8311023	14319338.2644851	NA	NA	NA	3	4	4	1	4	1	4	4	4	0	0	0
Q0KBZ9	168053274.523256	183267794.730596	188037660.323258	179057371.333667	207453913.567019	184047741.851864	274837182.691759	280731149.544399	279262018.882633	356146264.706138	358621992.340812	370018819.895277	10	12	11	12	13	11	15	15	15	14	14	15
Q0KC00	157972137.0879	153444220.16438	152486104.018021	180340849.738883	170021919.218796	171474567.045826	234773873.138194	224266117.441611	232048404.468162	321582190.239476	323025009.014701	319814071.80247	25	26	28	21	24	25	26	25	25	27	27	26
Q0KC01	25210209.1556605	21135039.5814485	18996575.4838968	28259387.8684947	24189910.5837393	28659057.3152177	26346431.6514515	25098574.8067148	25725030.4154644	14680159.7270384	15136909.7847498	14645241.1204517	7	8	7	7	7	8	9	8	8	7	6	7
Q0KC02	83358527.6726973	65875240.0787371	59141513.6792303	93565274.0964355	66986787.8397225	93772915.6174582	121203589.181769	107845250.71379	112238966.79817	32208224.3789678	29646586.1693831	27254949.0707585	9	11	11	8	9	10	11	11	11	6	6	7
Q0KC03	32868915.4450885	36218120.8921403	39164198.5066234	33502915.7543824	35470525.4668481	34909597.6574497	68287950.3933779	74834153.9635823	70228950.6199875	16244151.9314222	16953630.984851	18804513.7765182	7	7	7	5	7	6	7	8	8	4	4	6
Q0KC06	53296134.1246611	56846005.9215071	58066900.5956328	83327244.3119642	79847098.3749642	86187668.6658062	69305621.6244583	74597479.3726157	75517692.593458	34343714.6825407	34687711.5222013	36821806.5554668	10	11	10	11	11	11	11	11	11	11	11	11
Q0KC07	375659379.267969	375461621.079347	415961947.032171	421168342.022786	414105178.845343	414661704.442258	369141984.47074	395753515.56307	397151224.036226	278840169.307216	291013724.022845	282655595.91656	28	28	29	27	30	28	31	31	31	26	28	29
Q0KC11	8082832.62945975	7324820.78851148	7232002.78775986	8915489.35669955	8516645.85306973	9614843.58107231	7585085.08783879	6811428.53830165	7206509.42958225	7240834.24716164	7559116.07924271	6916128.33196894	4	4	4	3	4	3	4	4	4	4	4	4
Q0KC12	24236824.5104045	21102827.0323128	21914035.1105043	22680564.4197609	22572892.7438364	24947853.0719436	21257629.1249218	21388662.9307454	20524183.682341	24380779.7801762	25763416.5167915	24991830.1076946	4	6	6	6	7	6	7	7	6	7	8	8
Q0KC13	4801910	4030850	3092540	2609950	2229590	2820970	2380330	2353030	2139640	3612880	3648040	3538350	1	1	1	1	1	1	1	1	1	1	1	1
Q0KC14	188711781.589653	185897231.063707	189949018.16469	208464058.282196	205184570.730152	218588643.376096	185754177.90441	188633536.974056	187258690.292156	283155179.281586	276498928.649271	284151115.77393	21	23	24	19	23	20	23	22	21	24	24	24
Q0KC15	NA	NA	760467	NA	NA	NA	NA	727811	217781	NA	NA	NA	0	0	1	0	0	0	0	1	1	0	0	0
Q0KC16	5811588.67302176	4534083.95176566	4764256.65923609	7263842.11746227	8614214.0445827	5734330.00010034	6708828.28501936	5718498.04383545	8161979.51166312	2000130.000035	2195764.7131204	2340020.00004094	2	3	3	2	3	1	2	3	3	1	2	1
Q0KC17	145210840.656041	133622762.276642	126346343.802872	137877637.711026	93888717.9980104	140634865.117424	152552634.314083	150080917.092268	159548573.648668	121523939.116249	123212450.321697	120597137.506239	12	11	11	9	10	8	12	12	12	10	11	12
Q0KC18	116594458.151562	125054026.482063	137276883.637292	151842956.893365	177381265.332538	150785084.942558	173488765.113661	193461947.025142	191226343.23547	92209978.4448511	94761724.1556278	90863924.9588097	17	19	19	16	18	17	22	22	22	16	20	19
Q0KC19	7673529.0884215	12133094.1587794	15139069.6776275	10054739.0463723	19584098.024097	10932070.1097416	17180866.3123038	19496304.7066962	17613763.6289769	8786147.55789513	11245718.9791273	11551757.6732144	2	3	3	2	3	2	3	3	3	3	3	3
Q0KC21	2241116.87960112	2219189.9362543	2599689.19128054	4469857.99800537	5460422.28089291	3264421.51757825	4205300.37815769	5603455.54584845	4829297.39586116	NA	NA	2777992.52791607	1	2	2	2	2	1	2	2	1	0	0	2
Q0KC24	27489395.3865776	24405975.337792	24958433.2466311	22752648.0482242	26598324.1407016	20979516.3643633	28650950.3576263	28131458.7618557	26715027.8875967	27985048.1867647	28401438.5387489	28060354.2142573	7	6	8	6	5	4	7	8	9	8	8	8
Q0KC26	1340025.41443254	1701298.50033001	1235139.45001671	11904627.4491387	8870412.38634645	11326068.0153965	1734777.7676859	2566485.00061939	2083269.25887773	NA	NA	NA	2	3	1	4	4	4	2	3	2	0	0	0
Q0KC27	NA	NA	NA	3993020	NA	4366310	NA	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	0	0	0	0	0
Q0KC31	NA	1157329.99999748	1122446.22914571	4293912.75991359	4431643.31214136	4119381.49902579	NA	1281384.69315108	1714031.40717072	NA	1194930.85256531	NA	0	1	2	2	2	2	0	2	2	0	2	0
Q0KC32	18503048.3677994	18369553.4889927	17387894.9667632	21129590.2671189	17437736.1679498	19319754.9709715	19283466.3866149	18424758.3047495	19382280.3281674	18897788.6759519	16111536.139663	16677992.5796643	5	5	5	4	5	4	5	5	5	4	4	5
Q0KC33	3556086.86204223	3005436.64327493	2650850.96218056	4159960.22242569	2478809.19968319	3977354.31598089	3176490.13608426	2737771.15850459	2780298.12759281	2009153.82978238	2023790.51261076	2340196.81420249	2	2	3	2	3	1	3	3	3	2	3	3
Q0KC36	13320622.8585266	10491005.8360548	9433026.18516484	8605691.10321646	6585757.44826274	8628829.77987649	8785032.85753453	8072363.74813885	9131342.70765246	18368524.4925148	17845367.7569818	16658777.456335	6	6	6	3	5	5	5	7	7	7	7	6
Q0KC39	8271063.90840493	7968466.23179758	8640105.47922407	7858760.88298348	8172727.3547967	7609341.64100728	9740894.06753906	10389898.2226508	9967485.24501401	11546259.5585563	11245564.0295616	11961178.8500578	13	13	14	10	11	10	12	14	13	14	13	12
Q0KC44	NA	2783410	NA	NA	NA	NA	2770400	2996420	NA	NA	NA	NA	0	1	0	0	0	0	1	1	0	0	0	0
Q0KC45	3500580	3946160	3175270	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	0	0	0	0	0	0	0	0	0
Q0KC48	405647	462349	335446	NA	223389	261165	669809.000000001	534590	501868	NA	NA	NA	1	1	1	0	1	1	1	1	1	0	0	0
Q0KC52	438276.479558541	476594.041062932	539895.386862964	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	0	0	0	0	0
Q0KC53	NA	NA	NA	NA	NA	2885630	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0
Q0KC60	NA	NA	1181670	NA	NA	NA	NA	NA	NA	607231.00001341	NA	1396680.00003084	0	0	1	0	0	0	0	0	0	1	0	1
Q0KC62	27470500	21168600	22779500	19409600	20954100	17091600	28720400	25843800	27528700	NA	12872700	15808700	1	1	1	1	1	1	1	1	1	0	1	1
Q0KC63	2038147.98161717	2056728.16635192	1657427.59569579	NA	1704330.75471991	1280799.26912317	1722753.92393642	1241864.5136153	1244097.67766559	2240520.21146952	930136.860970977	1934499.91517995	3	2	2	0	2	2	1	2	2	1	2	1
Q0KC64	NA	NA	1088970	NA	1719890	NA	1568240	1749190	NA	NA	NA	NA	0	0	1	0	1	0	1	1	0	0	0	0
Q0KC67	244577	NA	319791	NA	630632	NA	485282	802854.000000001	649760	NA	NA	NA	1	0	1	0	1	0	1	1	1	0	0	0
Q0KC68	23953440.0736383	20729087.9773311	18187144.9233877	34494088.6274536	30122401.8587634	36405578.0678484	29745553.3181356	26715786.5460525	27290658.8596789	11332916.6241859	10314433.5609083	10777063.8971633	6	6	6	6	6	6	6	6	6	5	6	6
Q0KC69	2409158.14008557	2973488.48722028	4157765.11974207	NA	8115107.76439979	3883825.25962315	3591314.08057028	2838034.88339278	2474808.64226345	1461792.99055802	2868255.91230581	2256016.67934492	2	3	2	0	2	3	1	2	2	3	3	3
Q0KC70	1954170	936420.000000001	1220010	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	0	0	0	0	0	0	0	0	0
Q0KC72	NA	7099718.46381292	10458322.3232777	NA	NA	NA	NA	4876065.88903931	NA	NA	1912635.79848924	NA	0	2	2	0	0	0	0	2	0	0	2	0
Q0KC73	6886430.07304231	6549788.1529656	6247920.27099217	13235961.7333623	13663802.5640417	12854164.0280021	8215402.89740416	8365723.38386583	8752259.71891201	2798712.71352128	3360316.30222109	3493374.37678326	7	7	7	7	8	8	8	8	8	3	4	3
Q0KC74	15053280.1434364	13138503.5917817	12790746.68286	19129967.149405	16538245.386496	18272924.4425252	15021394.3332317	14432082.7397311	14320479.8684825	12665765.7501476	12310166.5757056	12202148.4723031	3	4	4	3	4	4	4	4	4	4	4	4
Q0KC75	9309559.99999999	NA	6016600	16453000	11235400	12803600	8771340	7217509.99999999	8513640.00000001	NA	NA	NA	1	0	1	1	1	1	1	1	1	0	0	0
Q0KC76	NA	NA	NA	NA	485653	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0
Q0KC79	NA	NA	NA	NA	NA	NA	1811930	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0
Q0KC80	8444905.13392085	8999353.97575611	8823905.64012178	15062428.6547623	13158814.9243138	15417424.1979755	19009315.9418662	18049929.1954391	18198451.3068181	859711.609649268	1382093.46576323	1350822.52120403	10	9	12	10	10	10	13	14	14	3	2	2
Q0KC82	NA	NA	NA	NA	1065533.24012031	368084.032365834	2471399.08805204	2045974.49021799	1050734.82667229	NA	NA	NA	0	0	0	0	1	1	2	2	2	0	0	0
Q0KC83	4763413.03621406	3810303.80400712	4065715.1896559	7227741.76099029	6141567.08615618	7419652.1911177	6972538.54007782	6032917.7420376	6510698.70521087	NA	NA	NA	4	5	4	5	7	5	5	5	7	0	0	0
Q0KC93	NA	NA	NA	7277101.7152597	5731618.53298536	8071864.23971672	3562566.47315213	3159665.96872894	3496891.15289098	NA	NA	NA	0	0	0	1	2	1	2	2	1	0	0	0
Q0KC95	2379149.57780301	NA	NA	3171493.41686884	3165883.12943221	2807605.06487677	NA	3617748.15809638	NA	NA	NA	NA	1	0	0	2	2	2	0	1	0	0	0	0
Q0KC96	NA	NA	NA	8631957.5613602	6329197.9585437	8637393.3713386	1804111.1772221	2186030.25615016	2213988.29730029	NA	NA	NA	0	0	0	2	2	2	2	2	1	0	0	0
Q0KC99	6375390	6364560	7227970	6298570	6312470	6025480	7355579.99999999	8372000	8121220	7856920	8368179.99999999	9235949.99999999	1	1	1	1	1	1	1	1	1	1	1	1
Q0KCA0	3199482.69534233	2624234.65419437	2606367.83481786	28514760.8271231	23887360.8767445	29117210.1961218	4064335.14011062	3820214.26420081	4080864.95782123	NA	NA	NA	2	2	2	5	5	5	3	3	3	0	0	0
Q0KCA1	NA	NA	3187367.5252726	12946286.3096218	13489119.5486233	13103712.3122323	2257149.4883327	1982271.34226303	2315611.77838424	NA	NA	NA	0	0	2	10	11	10	4	4	5	0	0	0
Q0KCA5	166863898.252466	185816531.092129	190728333.414995	165075101.699821	183747698.585625	170256330.869574	149324318.251578	169430379.779067	168242654.594236	196235030.784852	196285703.811136	199875537.669663	28	29	30	28	26	27	29	28	29	30	29	30
Q0KCA7	58924502.6662097	65977153.0139819	70552306.8625436	64024971.956341	62497017.4187948	64153422.6242203	63503701.4996382	67244019.6591964	66539333.1787504	73465689.9012638	72939355.025582	71637290.6656135	12	12	12	5	12	9	12	11	12	12	12	12
Q0KCA8	41110163.6810974	37667968.4005865	34499673.1946435	51041163.0664639	42683090.4159108	49379188.5173819	44715242.0101513	43100687.5303997	45513321.6580651	33732197.7298922	34712618.7235282	34130222.7045792	9	9	9	8	9	8	9	9	8	8	7	8
Q0KCA9	78258565.5544594	86527327.1292934	87459279.2470866	102895830.081803	105418063.614258	99679285.100587	105245923.25621	115610817.033228	109335309.254238	97127781.6845695	92536894.3328146	99352628.2294358	16	19	19	15	18	15	18	19	19	19	18	18
Q0KCB0	109156930.493896	81862032.4813066	79912788.2906111	111078562.160914	89214599.0270878	111624677.656472	127636421.921045	112044037.067626	123959230.484221	67705912.5782545	65206814.0729281	58269903.8022166	6	7	8	5	8	6	7	8	8	6	6	7
Q0KCB1	394622231.413551	344607364.071821	305171948.377281	210332727.324643	183401116.938985	209354288.307247	437936466.675893	398124757.526048	418915985.871506	193284568.30608	198105508.534067	201838484.56049	13	14	14	12	8	13	14	13	13	12	13	13
Q0KCB2	2467245325.87244	2286563975.5805	2330282965.95748	2171894248.39639	2076216599.23408	2152931197.7263	3282814360.65421	2949610822.94237	3062129645.19231	1616237613.56273	1592664210.52867	1600062054.10874	13	13	14	14	13	12	13	13	13	13	13	13
Q0KCB3	17457874.6904667	15995727.1386702	15400545.6384315	17947770.6975648	19007770.3931218	22685771.3864228	22419677.8140394	22313472.2039117	23668485.940759	12395755.7683934	12092060.688656	13143456.9754074	4	4	4	4	4	4	4	4	4	4	4	4
Q0KCB4	53566259.9445346	48735123.6166285	45394041.0582105	48371946.5452902	39912512.113545	46195632.8806226	40720421.8691467	37075012.3578399	36596858.1378154	51492970.4914844	51401211.3541286	49502088.7139902	6	6	6	6	6	6	5	6	6	7	6	6
Q0KCB5	11170925.9877899	14246939.706625	15146657.7660567	17254982.2571385	17443000.1445955	17075686.9010291	16054275.2858004	16152807.2870836	16604481.3931626	11294173.2215109	12774921.5664523	13412780.9237913	4	4	4	4	4	5	4	5	5	4	4	4
Q0KCB6	265166708.081293	266255508.148646	267985685.973833	239798399.432871	238245315.021221	238064986.59617	226542624.48458	225613833.582556	222467114.109222	226467551.483247	222975206.919242	219480417.657308	14	13	13	12	13	11	14	13	13	13	13	12
Q0KCB9	8815050.00015283	8032320.00013924	7063189.18831124	7442950.00012901	6013700.00010425	5874362.30126132	7901900.00013703	6419937.22853102	6447730.0001118	6303890.00010928	8413594.46285523	8602039.12963975	1	1	2	1	1	2	1	2	1	1	2	2
Q0KCC0	61882459.7596335	62228368.2768337	62406787.8683343	56314794.6842144	61665486.2446073	56782252.638624	53398717.863689	56245070.2772331	54761104.7457182	93714317.7059247	94127546.6338085	93432721.5532033	36	44	46	34	36	38	43	42	39	50	49	49
Q0KCC1	1555188.58207148	1961358.59723454	2122053.16538678	1563702.3401389	1701729.73048826	1202696.22471306	2517326.84566025	2485739.68335785	2727402.90821321	1777610.34041236	1922051.18049412	1840251.4919318	3	3	3	1	2	2	2	2	3	2	3	2
Q0KCC2	394087301.841263	301946981.014208	247262363.877184	262849367.710182	179883436.389599	248655884.678434	266356023.666892	212414977.094967	242412846.707742	510823567.937931	504198152.80906	464894616.40611	5	5	5	5	2	4	4	3	4	5	5	6
Q0KCC3	35678538.0211963	32233490.1388633	30345186.2451348	20733649.5492644	23312611.920412	23561258.1366871	20897479.9778403	21944292.1276287	22664791.9941247	29981353.9305581	26679053.0867504	26311910.8076247	3	3	3	3	3	2	4	4	4	4	4	4
Q0KCC4	28817102.1076056	30407190.0018336	29872205.3724853	33307049.9054103	28631474.1141362	35353862.8753088	32521942.7980789	29985912.6538161	32688639.756757	28915081.3029345	29133383.7010134	27689177.7297128	10	10	10	10	10	9	10	10	10	10	9	8
Q0KCC5	627552504.593523	580755515.070637	609977902.75561	786431815.642153	779421486.310034	798338231.521476	689573928.248148	701497103.624607	699878157.29335	603208998.401497	579829059.189564	586792160.061846	21	21	24	22	22	21	24	26	25	22	22	24
Q0KCC6	131599658.480582	135900328.166343	147610801.798218	192101128.805782	195582449.598302	173460233.608193	164933356.649459	180443977.555354	176747744.954756	92664337.3536324	94818898.0378647	100219310.800161	21	23	21	19	21	21	21	23	23	18	19	22
Q0KCC7	5708340.00009807	5341106.46418595	6133891.20107378	7360570.00012647	7617340.00013086	6948030.00011936	7136991.24707471	8834560.00015179	7001408.84707979	6929146.95296774	7036396.71761761	7589459.49793129	1	2	2	1	1	1	2	1	2	2	2	2
Q0KCC8	NA	NA	1163880	NA	1100190	NA	NA	1520490	NA	NA	NA	NA	0	0	1	0	1	0	0	1	0	0	0	0
Q0KCC9	27037305.3261745	22131922.0832923	20189531.5617962	31696452.1887343	23691145.7371675	31664878.8290129	24490866.8405138	21133736.4799385	24047092.2409197	16137250.8185285	14967846.7814018	14197109.3788978	4	3	4	4	3	3	4	4	4	3	4	3
Q0KCD0	35802545.3899236	28462717.6723928	24389762.5772979	30995985.2781751	22974548.7869235	34788278.1684897	28778609.2171872	24127383.1772031	26243661.0266814	27245633.0904677	26086329.5216216	25777172.7435723	4	4	4	5	4	5	4	5	4	4	4	4
Q0KCD1	31117324.7605193	33515782.1888651	36051814.6412598	30525007.2536903	34125245.3703453	32143898.2402247	26819834.3401536	26747834.007398	26716442.0042032	43258332.3294681	44499076.6896067	47054211.5157717	9	11	13	10	12	7	10	11	10	13	14	15
Q0KCD3	30502151.0193846	31330023.4631804	31605793.3271536	50452529.8119555	50309898.1030681	50138574.8225724	47544027.5634621	49000570.3020345	48154456.7685622	18829920.3575123	18785646.5097739	17146512.526253	7	9	7	9	10	10	9	10	10	6	5	8
Q0KCD4	3073140	2819120	2349770	NA	2792480	3084630	3405380	2885400	2945140	2868650	2700480	3417490	1	1	1	0	1	1	1	1	1	1	1	1
Q0KCD7	12477155.9529611	11587707.0555387	10121554.259499	11169759.1963486	10823414.5636988	12550243.0441618	13410868.1750138	13003765.6884813	12071927.2408022	11345540.1763416	11426010.530627	11126821.5427368	5	5	5	4	4	5	5	5	5	4	5	5
Q0KCD8	40369226.5569115	42307205.4046794	42350741.2135854	32539953.6229728	32426718.0451553	35056012.4529164	34878872.4799669	40099970.7172641	37571543.5329951	31363876.2502248	29526455.565925	30363847.120474	5	7	9	6	8	6	8	8	8	5	6	5
Q0KCD9	67894689.5484006	74467799.4180577	76497626.2963459	73507354.8175428	74846984.6091728	65328669.437838	45569708.6092384	51429488.5232171	50700762.2158754	89083643.1925584	87542548.7205811	97058954.3802295	9	9	9	7	8	7	8	8	7	10	10	9
Q0KCE0	4661130	6123230	6864610	6845550.00000001	7184769.99999999	7277500.00000001	4400390	5666290	4661580	5607290	5770760	6657580	1	1	1	1	1	1	1	1	1	1	1	1
Q0KCE1	56479846.9385438	49547879.3218222	44763012.8773496	44805603.3522568	38084920.314901	44840094.4230304	39555881.2032133	36756918.4908254	36878478.0946367	37178462.6887709	39185272.3396813	36146793.2265565	6	6	6	5	5	6	7	5	4	5	6	6
Q0KCE2	1261458906.24752	1239397995.00301	1220171390.57065	1192296305.71225	1013762611.86671	1162130508.73303	1254265881.46255	1182567797.40321	1194095999.18003	1303725840.77584	1264595564.08743	1241741921.20185	33	33	34	31	30	32	31	33	31	33	32	33
Q0KCE3	140172919.016158	166844721.435299	190475158.143013	129698783.092226	163419888.125599	123837531.790535	195388063.465643	224731456.586901	212704333.884491	114377286.197177	120798775.632738	120583306.108354	12	14	14	11	13	12	14	14	14	12	13	14
Q0KCE4	159333407.39945	189063517.821676	204134484.419883	179049278.047521	201151661.132311	191466178.870918	182248823.337041	206009613.129146	198159640.967157	187461467.362833	185618651.323848	193677700.169199	13	15	17	10	16	13	15	17	16	13	14	13
Q0KCE5	240290779.878157	244073416.947626	263484886.440781	229645692.114959	239210237.75948	238270595.153709	227549758.38184	230248976.266078	230474644.789696	332057211.39979	337646010.008372	348972344.149667	28	29	29	26	28	21	29	29	31	32	30	31
Q0KCE6	32261400	24063900	21044500	34234700	24917000	28807200	20803000	19238500	19494900	23092600	18509400	18904600	1	1	1	1	1	1	1	1	1	1	1	1
Q0KCE7	54185893.9426083	57051190.5251797	64248276.7100519	80339376.3140472	91530684.1981072	70659534.514069	72186313.974825	74528349.9250044	68859523.7455898	58201686.2457198	60465604.5936634	63122918.2048658	8	9	9	6	9	8	9	9	9	9	8	9
Q0KCE8	13673029.7910294	13985395.2074267	12943123.6549413	15632814.6060687	17086692.1436547	16170674.7357103	14615786.3683553	15211169.6103876	14838782.0103809	18348040.8203798	18478542.7624364	17726041.420104	7	7	6	6	6	6	6	7	7	7	8	8
Q0KCE9	21167396.5829587	15682595.8999696	14366835.2450154	19686356.9909083	21410959.822428	17157193.4245378	18929127.804721	17423530.5581157	18431706.6894585	7680251.12829125	7709227.20914414	6535790.70054969	3	4	5	4	5	4	5	5	4	3	2	3
Q0KCF0	26830572.6256051	27849682.8853354	25554743.9883928	34260714.4613265	35432205.078642	35878576.85742	30618173.6014326	31525854.7846053	31317955.2472705	13720311.3761884	13106143.6571476	11387688.0835042	12	12	13	12	14	14	14	15	16	9	10	10
Q0KCF1	58691000	36739200	30841799.9999999	78695200.0000001	49334900	77493600.0000001	61737800.0000001	63604400.0000001	66817399.9999999	21127400	17375800	14344900	1	1	1	1	1	1	1	1	1	1	1	1
Q0KCF2	31548395.1928188	25981039.7656276	24863419.3206242	38438618.5153501	34241005.9698266	37403352.5740908	37822709.1443698	35460565.2777336	37171081.8781206	26983423.6604626	25008253.6127657	23336892.7785221	15	14	16	14	15	15	17	16	16	16	15	17
Q0KCF3	7120266.17629064	6404354.07194326	5361178.97300993	11455237.2511332	10057925.7618025	11357950.1238215	9921838.62080804	8518304.04034539	9568275.41123259	8026231.38653724	7840355.76296777	7625399.46567145	2	2	2	2	2	2	2	2	2	2	2	2
Q0KCF5	2050950	2395060.00003138	2424040.00003175	NA	NA	3416920.00004476	2873450.00003764	3271310.00004284	NA	NA	NA	NA	1	1	1	0	0	1	1	1	0	0	0	0
Q0KCF6	61784536.0101444	56432207.6851891	53299358.4218894	66158546.6952072	67036016.5976306	65334607.6369661	60334344.2595945	50451435.0428741	58065137.6772645	67434361.1108961	68990574.2434842	66580637.2996984	10	11	11	10	11	10	12	12	11	10	12	12
Q0KCF7	43683952.0077754	36104622.9750457	36538199.7177672	55567812.3391874	49694407.3446347	55112034.7150247	41587132.2068093	41716068.9671494	38248687.9495013	37239485.2809887	41306262.0717544	36673393.4143185	3	4	4	3	4	3	4	4	3	3	2	3
Q0KCF8	19912028.6045165	19007595.5445141	17778398.5543526	19076702.122023	17326980.3379627	18575384.4890865	26482965.2723459	24181381.4538887	25229886.2663964	24647452.6599498	24863602.4837068	22610762.3565477	7	6	6	6	6	6	7	7	7	7	7	7
Q0KCF9	39432852.5944369	36426007.3914749	33402692.4194635	44977618.5847168	39795796.0024469	46738069.5131236	41182257.3918056	41034380.7551022	41676270.681409	35509598.1878662	32941647.1806362	33143394.1131032	4	4	4	3	4	4	4	4	4	4	4	4
Q0KCG0	63773070.8854685	73773368.8370223	86448058.8693816	96246166.0865796	123069993.323775	79376012.3582473	91304683.7577859	109506463.292223	103327873.434898	75163468.8699563	73638376.9968062	75418631.7360138	8	9	9	8	9	8	10	11	11	10	11	11
Q0KCG1	61171115.9227667	60643667.8226126	64482116.7179687	68839243.1802572	71430550.6339258	67604381.8687338	69038591.5418818	69597983.5947892	69781613.5427351	133623084.795246	133806205.85374	136363269.003819	20	22	21	12	16	18	19	22	20	24	23	25
Q0KCG2	72335962.2671652	79807622.2382753	89130165.0722945	77743493.1810528	100532955.250863	68419980.4072733	93633839.6801975	104483274.079465	99842401.6381741	53177428.7564358	55278054.2352623	54629916.7278817	15	18	18	15	18	15	18	19	19	15	15	16
Q0KCG3	144598117.38035	150480815.272436	156571420.08836	148372695.701663	160600895.938388	164275605.288527	142873586.14145	149583152.293713	153881054.962318	266620101.036179	278972665.089812	285104869.293062	18	19	23	15	20	18	18	23	18	24	25	23
Q0KCG6	60923683.0465019	56048639.9103485	45424359.5648488	34136920.8632377	29005267.8405607	44241145.092485	43568254.5895449	41166483.603313	42161606.9728929	72952593.0655577	75486273.4589868	74398309.2381745	8	9	9	4	6	8	8	9	8	9	8	9
Q0KCG7	113945878.549089	112972167.356623	115552842.175794	103512447.809911	105016384.488129	111531211.695731	105480313.822602	106851272.53776	106892325.71123	144369635.688893	145908425.171801	150032847.44144	30	34	33	27	31	27	32	32	34	34	36	36
Q0KCG8	41994944.1690339	41382802.6980054	40426052.9748979	35343960.4650182	32110452.712511	36124231.3219665	39128953.7811956	37207687.3953011	38012262.5613725	55231290.4450208	56193559.9286381	56225891.7008449	9	8	9	6	7	7	10	10	9	11	10	10
Q0KCH0	86852470.0761825	95548555.0092479	92196172.9974986	110263411.341814	102747633.899208	128599388.59615	95743128.412767	92530724.9035362	89697691.3152324	114610570.450015	114791615.6837	115444408.441055	6	6	6	4	6	6	6	6	6	6	6	6
Q0KCH1	535612813.489674	519273739.990038	560356444.388631	397508879.064752	389517768.072798	406035948.506334	493288435.058305	515803087.855406	478966395.790944	694970381.839561	682568368.28575	708724687.948391	10	11	11	8	10	8	11	10	10	11	11	11
Q0KCH2	240579092.173745	258184457.630222	279642858.241135	226844597.170941	249452963.006975	218452305.301935	234460552.352583	244393714.44982	242439264.273019	343644684.346035	343696485.374368	354016058.506338	31	34	36	29	36	26	35	36	34	36	33	35
Q0KCH3	10840927.6480139	9739623.96269167	8660936.54954655	6180084.7917059	5372269.90723824	7028095.32706702	6779649.9627312	6202553.65830039	6690506.64956787	15339471.5515354	15081861.0434029	15898987.6135906	4	3	4	2	2	2	3	4	3	3	3	4
Q0KCH4	NA	NA	NA	NA	NA	NA	138513	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0
Q0KCH5	4372435.80962678	4317541.05079909	4655345.98371171	6810950.54286771	5381345.23489662	5894647.79126536	5201934.05206047	5861626.08028126	5157064.461853	3138655.65006422	2942827.86695793	3218460.20963105	5	3	4	4	4	5	4	5	4	4	4	4
Q0KCH6	109483310.08119	99109651.3004602	93063398.2438711	159872660.013468	121606684.089155	166157827.775306	169010197.218982	149676119.881917	151772963.509763	62196128.1031592	63629872.3020631	67162080.6665809	19	20	20	19	20	19	21	20	21	17	18	18
Q0KCH7	4230990	3590110	2628620	6136970	1183670	5608080	6066700	3985040	NA	2090570	NA	2599880	1	1	1	1	1	1	1	1	0	1	0	1
Q0KCH8	27895947.4029606	28081972.7922439	29821952.0078101	41424652.0218254	39816967.7975421	40238638.8822084	25437635.6987295	29186595.9530678	25219927.0284037	28833600.6909081	29418410.5307241	29380516.2312101	7	6	7	6	8	6	6	7	7	7	6	6
